relation,entity1,entity1_begin,entity1_end,chunk1,entity2,entity2_begin,entity2_end,chunk2,confidence
TeRP,Test,2749,2750,CT,Internal_organ_or_component,2973,2983,lower lobes,0.85280234
TeRP,Test,2749,2750,CT,Gender,2993,2999,Persons,0.9131398
TeRP,Test,2749,2750,CT,Modifier,3006,3018,predominantly,0.84224856
TeRP,Test,2749,2750,CT,Modifier,3020,3033,non-upper-lobe,0.9158557
TeRP,Test,2749,2750,CT,Disease_Syndrome_Disorder,3035,3043,emphysema,0.9701487
TeRP,Employment,2774,2784,radiologist,Internal_organ_or_component,2896,2905,lower lobe,0.6419962
TeRP,Employment,2774,2784,radiologist,Internal_organ_or_component,2948,2964,superior segments,0.5167022
TeRP,Employment,2774,2784,radiologist,Modifier,3006,3018,predominantly,0.52572304
TeRP,Employment,2774,2784,radiologist,Modifier,3020,3033,non-upper-lobe,0.5336667
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Internal_organ_or_component,2896,2905,lower lobe,0.82298744
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Modifier,2908,2914,diffuse,0.7005513
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Internal_organ_or_component,2948,2964,superior segments,0.8321334
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Internal_organ_or_component,2973,2983,lower lobes,0.725512
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Gender,2993,2999,Persons,0.89500004
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Modifier,3006,3018,predominantly,0.9454436
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Modifier,3020,3033,non-upper-lobe,0.88960004
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Disease_Syndrome_Disorder,3035,3043,emphysema,0.913693
PIP,Internal_organ_or_component,2813,2835,upper lobes of the lung,Procedure,3120,3123,LVRS,0.8323286
PIP,Internal_organ_or_component,2896,2905,lower lobe,Internal_organ_or_component,2948,2964,superior segments,0.75888854
PIP,Internal_organ_or_component,2896,2905,lower lobe,Internal_organ_or_component,2973,2983,lower lobes,0.71202606
PIP,Internal_organ_or_component,2896,2905,lower lobe,Gender,2993,2999,Persons,0.844023
PIP,Internal_organ_or_component,2896,2905,lower lobe,Modifier,3006,3018,predominantly,0.91196275
PIP,Internal_organ_or_component,2896,2905,lower lobe,Modifier,3020,3033,non-upper-lobe,0.9130545
PIP,Internal_organ_or_component,2896,2905,lower lobe,Disease_Syndrome_Disorder,3035,3043,emphysema,0.8097117
PIP,Modifier,2908,2914,diffuse,Internal_organ_or_component,2948,2964,superior segments,0.65967005
PIP,Modifier,2908,2914,diffuse,Internal_organ_or_component,2973,2983,lower lobes,0.5218662
PIP,Modifier,2908,2914,diffuse,Gender,2993,2999,Persons,0.86850595
PIP,Modifier,2908,2914,diffuse,Modifier,3006,3018,predominantly,0.9474751
PIP,Modifier,2908,2914,diffuse,Modifier,3020,3033,non-upper-lobe,0.8152147
PIP,Modifier,2908,2914,diffuse,Disease_Syndrome_Disorder,3035,3043,emphysema,0.88992214
PIP,Modifier,2908,2914,diffuse,Procedure,3120,3123,LVRS,0.68352234
PIP,Internal_organ_or_component,2948,2964,superior segments,Gender,2993,2999,Persons,0.7763937
PIP,Internal_organ_or_component,2948,2964,superior segments,Modifier,3006,3018,predominantly,0.9444681
PIP,Internal_organ_or_component,2948,2964,superior segments,Modifier,3020,3033,non-upper-lobe,0.84739244
PIP,Internal_organ_or_component,2948,2964,superior segments,Disease_Syndrome_Disorder,3035,3043,emphysema,0.9098767
TrCP,Internal_organ_or_component,2948,2964,superior segments,Procedure,3120,3123,LVRS,0.5819096
PIP,Internal_organ_or_component,2973,2983,lower lobes,Gender,2993,2999,Persons,0.784705
PIP,Internal_organ_or_component,2973,2983,lower lobes,Modifier,3006,3018,predominantly,0.90554625
PIP,Internal_organ_or_component,2973,2983,lower lobes,Modifier,3020,3033,non-upper-lobe,0.82088906
PIP,Internal_organ_or_component,2973,2983,lower lobes,Disease_Syndrome_Disorder,3035,3043,emphysema,0.7451969
PIP,Internal_organ_or_component,2973,2983,lower lobes,Procedure,3120,3123,LVRS,0.7416688
PIP,Gender,2993,2999,Persons,Modifier,3006,3018,predominantly,0.90192693
PIP,Gender,2993,2999,Persons,Modifier,3020,3033,non-upper-lobe,0.9264861
PIP,Gender,2993,2999,Persons,Disease_Syndrome_Disorder,3035,3043,emphysema,0.80562204
PIP,Modifier,3006,3018,predominantly,Modifier,3020,3033,non-upper-lobe,0.9427308
PIP,Modifier,3006,3018,predominantly,Disease_Syndrome_Disorder,3035,3043,emphysema,0.9666225
TrCP,Modifier,3006,3018,predominantly,Procedure,3120,3123,LVRS,0.5241773
PIP,Modifier,3020,3033,non-upper-lobe,Disease_Syndrome_Disorder,3035,3043,emphysema,0.94917583
PIP,Disease_Syndrome_Disorder,3035,3043,emphysema,Procedure,3120,3123,LVRS,0.8780184
TeRP,Modifier,3367,3376,Clinically,Modifier,3378,3388,significant,0.9707356
PIP,Modifier,3367,3376,Clinically,Disease_Syndrome_Disorder,3390,3403,bronchiectasis,0.84162885
PIP,Modifier,3378,3388,significant,Disease_Syndrome_Disorder,3390,3403,bronchiectasis,0.9281896
PIP,Disease_Syndrome_Disorder,3417,3432,systemic disease,Oncological,3437,3445,neoplasia,0.6199539
PIP,Disease_Syndrome_Disorder,3417,3432,systemic disease,Symptom,3467,3497,"compromise survival
Giant bulla",0.90028405
PIP,Disease_Syndrome_Disorder,3417,3432,systemic disease,Internal_organ_or_component,3535,3538,lung,0.8420295
PIP,Disease_Syndrome_Disorder,3417,3432,systemic disease,Internal_organ_or_component,3553,3557,bulla,0.879524
PIP,Oncological,3437,3445,neoplasia,Symptom,3467,3497,"compromise survival
Giant bulla",0.95281446
PIP,Oncological,3437,3445,neoplasia,Internal_organ_or_component,3535,3538,lung,0.7284159
PIP,Oncological,3437,3445,neoplasia,Internal_organ_or_component,3553,3557,bulla,0.9402186
PIP,Symptom,3467,3497,"compromise survival
Giant bulla",Internal_organ_or_component,3535,3538,lung,0.62315035
PIP,Symptom,3467,3497,"compromise survival
Giant bulla",Internal_organ_or_component,3553,3557,bulla,0.83795923
PIP,Modifier,3582,3590,recurrent,Disease_Syndrome_Disorder,3592,3601,infections,0.96456724
PIP,Modifier,3582,3590,recurrent,Modifier,3608,3617,clinically,0.9682007
PIP,Modifier,3582,3590,recurrent,Modifier,3619,3629,significant,0.95951116
PIP,Modifier,3582,3590,recurrent,Symptom,3631,3650,production of sputum,0.9443015
PIP,Disease_Syndrome_Disorder,3592,3601,infections,Modifier,3608,3617,clinically,0.9712105
PIP,Disease_Syndrome_Disorder,3592,3601,infections,Modifier,3619,3629,significant,0.9637441
PIP,Disease_Syndrome_Disorder,3592,3601,infections,Symptom,3631,3650,production of sputum,0.9584323
PIP,Modifier,3608,3617,clinically,Modifier,3619,3629,significant,0.7274208
PIP,Modifier,3608,3617,clinically,Symptom,3631,3650,production of sputum,0.90290153
PIP,Modifier,3619,3629,significant,Symptom,3631,3650,production of sputum,0.7840043
PIP,Heart_Disease,3872,3893,Pulmonary hypertension,Test_Result,3941,3948,35 mm Hg,0.6775978
TeRP,Heart_Disease,3872,3893,Pulmonary hypertension,Direction,3964,3968,right,0.8287423
PIP,Heart_Disease,3872,3893,Pulmonary hypertension,Procedure,3970,3990,heart catheterization,0.7801087
PIP,Heart_Disease,3872,3893,Pulmonary hypertension,Test_Result,4038,4045,45 mm Hg,0.53052
TeRP,Test,3907,3936,mean pulmonary artery pressure,Direction,3964,3968,right,0.82847226
TeRP,Test_Result,3941,3948,35 mm Hg,Direction,3964,3968,right,0.56957155
TeRP,Test_Result,3941,3948,35 mm Hg,Procedure,3970,3990,heart catheterization,0.5530099
TeCP,Direction,4061,4065,Right,Heart_Disease,4113,4134,pulmonary hypertension,0.97075707
TeCP,Direction,4061,4065,Right,Test_Result,4182,4202,greater than 45 mm Hg,0.6836792
TeCP,Direction,4061,4065,Right,Test,4207,4220,echocardiogram,0.6911015
TeCP,Procedure,4067,4087,heart catheterization,Heart_Disease,4113,4134,pulmonary hypertension,0.9790096
TeCP,Procedure,4067,4087,heart catheterization,Test_Result,4182,4202,greater than 45 mm Hg,0.76568896
TeCP,Procedure,4067,4087,heart catheterization,Test,4207,4220,echocardiogram,0.5418465
TeRP,Heart_Disease,4113,4134,pulmonary hypertension,Test,4139,4177,peak systolic pulmonary artery pressure,0.73158413
TeRP,Heart_Disease,4113,4134,pulmonary hypertension,Test_Result,4182,4202,greater than 45 mm Hg,0.6046357
TeRP,Heart_Disease,4113,4134,pulmonary hypertension,Test,4207,4220,echocardiogram,0.5801325
TeRP,Test,4139,4177,peak systolic pulmonary artery pressure,Test_Result,4182,4202,greater than 45 mm Hg,0.5296625
TeRP,Test_Result,4182,4202,greater than 45 mm Hg,Test,4207,4220,echocardiogram,0.81261504
PIP,Modifier,4258,4264,Resting,Modifier,4279,4300,less than 50 beats/min,0.5229145
PIP,Modifier,4258,4264,Resting,Modifier,4304,4311,frequent,0.5210476
PIP,Modifier,4258,4264,Resting,EKG_Findings,4313,4357,multifocal premature ventricular contractions,0.6852532
PIP,Modifier,4258,4264,Resting,Heart_Disease,4360,4363,PVCs,0.6752622
PIP,Modifier,4258,4264,Resting,Heart_Disease,4370,4399,complex ventricular arrhythmia,0.54402936
PIP,Modifier,4258,4264,Resting,Modifier,4404,4412,sustained,0.52879477
PIP,Modifier,4258,4264,Resting,Heart_Disease,4414,4441,supraventricular tachycardia,0.6765022
PIP,Modifier,4258,4264,Resting,Heart_Disease,4444,4446,SVT,0.6030609
PIP,VS_Finding,4266,4276,bradycardia,Heart_Disease,4444,4446,SVT,0.5201866
PIP,Heart_Disease,4370,4399,complex ventricular arrhythmia,Heart_Disease,4444,4446,SVT,0.51809853
PIP,Modifier,4404,4412,sustained,Heart_Disease,4444,4446,SVT,0.5861191
PIP,Heart_Disease,4414,4441,supraventricular tachycardia,Heart_Disease,4444,4446,SVT,0.7559078
PIP,Modifier,4545,4553,Unplanned,Symptom,4555,4565,weight loss,0.8922021
PIP,Modifier,4545,4553,Unplanned,RelativeDate,4585,4605,within 3 months prior,0.8459442
TrAP,Procedure,4860,4869,bullectomy,Symptom,4912,4919,dyspneic,0.9908901
TrAP,Procedure,4860,4869,bullectomy,Modifier,4934,4938,giant,0.98877525
TrAP,Procedure,4860,4869,bullectomy,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,0.993883
TrAP,Procedure,4860,4869,bullectomy,Symptom,4975,4992,single large bulla,0.9834803
TrAP,Procedure,4860,4869,bullectomy,Modifier,5004,5014,significant,0.97369087
TrAP,Procedure,4860,4869,bullectomy,Symptom,5016,5037,respiratory compromise,0.9929247
TrAP,Procedure,4860,4869,bullectomy,Test,5040,5043,FEV1,0.87245214
TrAP,Procedure,4860,4869,bullectomy,Test_Result,5048,5061,less than 50 %,0.9704221
PIP,Symptom,4912,4919,dyspneic,Modifier,4934,4938,giant,0.91495454
PIP,Symptom,4912,4919,dyspneic,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,0.8349291
PIP,Symptom,4912,4919,dyspneic,Symptom,4975,4992,single large bulla,0.91060853
PIP,Symptom,4912,4919,dyspneic,Modifier,5004,5014,significant,0.57064605
PIP,Symptom,4912,4919,dyspneic,Symptom,5016,5037,respiratory compromise,0.83106244
PIP,Modifier,4934,4938,giant,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,0.9187058
PIP,Modifier,4934,4938,giant,Symptom,4975,4992,single large bulla,0.9398706
PIP,Modifier,4934,4938,giant,Modifier,5004,5014,significant,0.89604044
PIP,Modifier,4934,4938,giant,Symptom,5016,5037,respiratory compromise,0.8693896
PIP,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,Symptom,4975,4992,single large bulla,0.94061416
PIP,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,Modifier,5004,5014,significant,0.8675655
PIP,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,Symptom,5016,5037,respiratory compromise,0.9351051
TeRP,Disease_Syndrome_Disorder,4940,4956,bulbous emphysema,Test,5040,5043,FEV1,0.55848026
PIP,Symptom,4975,4992,single large bulla,Modifier,5004,5014,significant,0.9901776
PIP,Symptom,4975,4992,single large bulla,Symptom,5016,5037,respiratory compromise,0.9395411
TeRP,Symptom,4975,4992,single large bulla,Test,5040,5043,FEV1,0.77889127
TeRP,Symptom,4975,4992,single large bulla,Test_Result,5048,5061,less than 50 %,0.56077665
PIP,Modifier,5004,5014,significant,Symptom,5016,5037,respiratory compromise,0.51232916
TeRP,Modifier,5004,5014,significant,Test,5040,5043,FEV1,0.7124154
TeRP,Modifier,5004,5014,significant,Test_Result,5048,5061,less than 50 %,0.5121028
TeRP,Symptom,5016,5037,respiratory compromise,Test,5040,5043,FEV1,0.8621008
TeRP,Symptom,5016,5037,respiratory compromise,Test_Result,5048,5061,less than 50 %,0.5377369
TeRP,Test,5040,5043,FEV1,Test_Result,5048,5061,less than 50 %,0.59408677
TrAP,Procedure,5093,5120,video-assisted thoracoscopic,Disease_Syndrome_Disorder,5204,5215,pneumothorax,0.94854516
TrAP,Procedure,5123,5126,VATS,Disease_Syndrome_Disorder,5204,5215,pneumothorax,0.9675395
TrAP,Procedure,5235,5258,thoracoscopic bullectomy,Modifier,5344,5350,primary,0.95016146
TrAP,Procedure,5235,5258,thoracoscopic bullectomy,Disease_Syndrome_Disorder,5352,5375,spontaneous pneumothorax,0.9711755
TrAP,Modifier,5344,5350,primary,Disease_Syndrome_Disorder,5352,5375,spontaneous pneumothorax,0.8991682
TrAP,Procedure,5650,5679,thoracoscopic laser bullectomy,Disease_Syndrome_Disorder,5747,5772,emphysematous lung disease,0.94067633
TrAP,Medical_Device,6276,6294,endobronchial valve,Medical_Device,6307,6328,Spiration Valve System,0.7110235
TrAP,Medical_Device,6276,6294,endobronchial valve,Medical_Device,6338,6356,Zephyr Valve System,0.5377196
TrAP,Medical_Device,6276,6294,endobronchial valve,Procedure,6387,6409,bronchoscopic treatment,0.9328889
TrAP,Medical_Device,6276,6294,endobronchial valve,Symptom,6434,6447,hyperinflation,0.9887388
TrAP,Medical_Device,6276,6294,endobronchial valve,Modifier,6465,6470,severe,0.9321545
TrAP,Medical_Device,6276,6294,endobronchial valve,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,0.9332097
TrAP,Medical_Device,6276,6294,endobronchial valve,Oxygen_Therapy,6528,6549,collateral ventilation,0.6487197
TrAP,Medical_Device,6307,6328,Spiration Valve System,Procedure,6387,6409,bronchoscopic treatment,0.97480226
TrAP,Medical_Device,6307,6328,Spiration Valve System,Symptom,6434,6447,hyperinflation,0.95410264
TrAP,Medical_Device,6307,6328,Spiration Valve System,Modifier,6465,6470,severe,0.9259691
TrAP,Medical_Device,6307,6328,Spiration Valve System,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,0.9583694
TrAP,Medical_Device,6307,6328,Spiration Valve System,Oxygen_Therapy,6528,6549,collateral ventilation,0.88586855
TrAP,Medical_Device,6338,6356,Zephyr Valve System,Procedure,6387,6409,bronchoscopic treatment,0.73838985
TrAP,Medical_Device,6338,6356,Zephyr Valve System,Symptom,6434,6447,hyperinflation,0.9529896
TrAP,Medical_Device,6338,6356,Zephyr Valve System,Modifier,6465,6470,severe,0.9486208
TrAP,Medical_Device,6338,6356,Zephyr Valve System,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,0.8546198
TrAP,Medical_Device,6338,6356,Zephyr Valve System,Oxygen_Therapy,6528,6549,collateral ventilation,0.8524891
TrAP,Procedure,6387,6409,bronchoscopic treatment,Symptom,6434,6447,hyperinflation,0.9898352
TrAP,Procedure,6387,6409,bronchoscopic treatment,Modifier,6465,6470,severe,0.9893656
TrAP,Procedure,6387,6409,bronchoscopic treatment,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,0.9928255
TrAP,Procedure,6387,6409,bronchoscopic treatment,Oxygen_Therapy,6528,6549,collateral ventilation,0.97849864
PIP,Symptom,6434,6447,hyperinflation,Modifier,6465,6470,severe,0.65343225
TrAP,Symptom,6434,6447,hyperinflation,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,0.88566303
PIP,Symptom,6434,6447,hyperinflation,Oxygen_Therapy,6528,6549,collateral ventilation,0.8404815
TrAP,Modifier,6465,6470,severe,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,0.83551973
TrAP,Modifier,6465,6470,severe,Oxygen_Therapy,6528,6549,collateral ventilation,0.86052465
TrAP,Disease_Syndrome_Disorder,6472,6503,emphysema in regions of the lung,Oxygen_Therapy,6528,6549,collateral ventilation,0.8766403
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Disease_Syndrome_Disorder,6643,6651,emphysema,0.98469985
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Procedure,6780,6809,Biologic lung volume reduction,0.539139
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Medical_Device,6818,6835,Aeris Therapeutics,0.7969804
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Medical_Device,6844,6849,Woburn,0.8371084
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Medical_Device,6852,6853,MA,0.79305977
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Procedure,6856,6885,Biologic Lung Volume Reduction,0.6248421
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Procedure,6888,6891,BLVR,0.794476
TrAP,Procedure,6575,6620,bronchoscopic lung volume reduction procedures,Medical_Device,6894,6899,System,0.8515258
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Procedure,6780,6809,Biologic lung volume reduction,0.9532849
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Medical_Device,6818,6835,Aeris Therapeutics,0.96549416
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Medical_Device,6844,6849,Woburn,0.9661488
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Medical_Device,6852,6853,MA,0.950211
