relation,entity1,entity1_begin,entity1_end,chunk1,entity2,entity2_begin,entity2_end,chunk2,confidence
AFTER,OCCURRENCE,49,56,admitted,CLINICAL_DEPT,61,71,Mayo Clinic,1.0
OVERLAP,OCCURRENCE,49,56,admitted,DATE,76,83,May 2000,0.99152386
BEFORE,CLINICAL_DEPT,61,71,Mayo Clinic,OCCURRENCE,89,98,discharged,1.0
BEFORE,OCCURRENCE,89,98,discharged,DATE,103,114,October 2001,0.95415086
OVERLAP,DATE,3,9,9–28-92,TREATMENT,40,51,chemotherapy,1.0
OVERLAP,DATE,3,9,9–28-92,TREATMENT,105,106,PT,0.98985076
OVERLAP,TREATMENT,40,51,chemotherapy,TREATMENT,105,106,PT,0.9350974
OVERLAP,OCCURRENCE,66,74,follow up,CLINICAL_DEPT,81,98,her primary doctor,0.9980856
OVERLAP,OCCURRENCE,66,74,follow up,TREATMENT,105,106,PT,0.99976104
OVERLAP,OCCURRENCE,66,74,follow up,TREATMENT,112,126,Coumadin dosing,0.95872587
OVERLAP,CLINICAL_DEPT,81,98,her primary doctor,TREATMENT,105,106,PT,0.9999999
OVERLAP,CLINICAL_DEPT,81,98,her primary doctor,DATE,131,136,Monday,0.9841929
OVERLAP,TREATMENT,105,106,PT,TREATMENT,112,126,Coumadin dosing,1.0
AFTER,TREATMENT,105,106,PT,DATE,131,136,Monday,0.92605174
OVERLAP,TREATMENT,112,126,Coumadin dosing,DATE,131,136,Monday,0.9999987
